ParticipantID,List,Sentence,ItemNumber,TrialStartTime,RecordingStartTime,Shape1StartTime,Shape2StartTime,Shape3StartTime,PromptStartTime,TrialEndTime,SecondsToStripFromFrontOfRecording,WebmFileName,LiveInUSTillThirteen,NativeLangEng,Age,StateGrewUp,AuditoryIssues,RecordingsArchive,ResultsReceptionTime,TargetFiller,Quartet,ConditionShorthandID,WhPhrase,Subject,Verb,Type,Preposition,TargetNoun,SameSemanticCategoryNoun,UnrelatedNoun,RecordingFileName,UniqID,ListUniqID,Shape1,Shape2,FillerType,MatrixWh,SubjectNoun,DativeNoun,ExtraFillerNoun,Shape3,Participant,Transcription
dBY+gET2e1g0OgS7e1U9Wg,3,Why did you teach the chimpanzee's recipe to the mechanic?,56,1626639679131,1626639684818,1626639684819,1626639686625,1626639688429,1626639690234,1626639694420,5.416,recorder-55.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,Filler,52,NA,NA,NA,teach,double object verb,to,NA,NA,NA,57a22a2fa63acb5ff6b4cba19a8dee98.mp3,PossessorUnrelated_52,3_PossessorUnrelated_i,circle.png,oval.png,PossessorUnrelated,why,chef,mechanic,chimpanzee,star.png,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which pillow did the bird provide for the owl?,57,1626639694424,1626639699537,1626639699538,NA,NA,1626639701341,1626639704851,1.804,recorder-56.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,38,a,non-target,same semantic category,provide,double object verb,for,owl,bird,pillow,03c73fe3c5e13ece696f4acbd36a4b84.mp3,non-target_same-semantic-category_38,3_a_x,square.png,NA,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which chemist did you purchase the laptop for?,58,1626639704853,1626639709969,1626639709970,1626639711773,NA,1626639713575,1626639716946,3.606,recorder-57.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,37,d,target,pronoun,purchase,double object verb,for,chemist,administrator,laptop,687e6d07e6d0167d21a6c44aad59ef21.mp3,target_pronoun_37,3_d_x,square.png,triangle.png,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,How did the seamstress take the gift to the firefighter and the cat?,59,1626639716948,1626639723473,1626639723474,1626639725281,1626639727086,1626639728889,1626639733202,5.416,recorder-58.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,Filler,54,NA,NA,NA,take,double object verb,to,NA,NA,NA,36d5e241e47fe9fcefc87926d9f37ee7.mp3,ConjunctionUnrelated_54,3_ConjunctionUnrelated_ii,square.png,triangle.png,ConjunctionUnrelated,how,seamstress,firefighter,cat,rectangle.png,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which house did you design for the lawyer?,60,1626639733205,1626639738001,1626639738002,NA,NA,1626639739813,1626639746452,1.812,recorder-59.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,31,c,non-target,pronoun,design,double object verb,for,lawyer,architect,house,d813e9858c1c7764ebbe92fced5697e5.mp3,non-target_pronoun_31,3_c_viii,oval.png,NA,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which home did the snake find for the lizard?,61,1626639746459,1626639751506,1626639751507,1626639753316,NA,1626639755121,1626639758549,3.615,recorder-60.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,46,a,non-target,same semantic category,find,double object verb,for,lizard,snake,home,3376d4cc388e260a10273f8acb3cf798.mp3,non-target_same-semantic-category_46,3_a_xii,rectangle.png,star.png,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which bear did the moose leave the treat for?,62,1626639758551,1626639763538,1626639763539,NA,NA,1626639765347,1626639768531,1.809,recorder-61.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,28,b,target,same semantic category,leave,double object verb,for,bear,moose,treat,4c88dd96706df3c5cfaf07bf4fc4deee.mp3,target_same-semantic-category_28,3_b_vii,rectangle.png,NA,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,How did you assign the task to the reindeer and the flamingo?,63,1626639768535,1626639774738,1626639774739,1626639776545,1626639778349,1626639780155,1626639783956,5.417,recorder-62.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,Filler,67,NA,NA,NA,assign,double object verb,to,NA,NA,NA,ecad7419d3398d71cdfa5214bcf16159.mp3,ConjunctionRelated_67,3_ConjunctionRelated_v,rectangle.png,circle.png,ConjunctionRelated,how,elk,reindeer,flamingo,oval.png,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which task did you assign to the secretary?,64,1626639783959,1626639789010,1626639789010,1626639790814,NA,1626639792618,1626639796178,3.608,recorder-63.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,19,c,non-target,pronoun,assign,double object verb,to,secretary,manager,task,1e31b090b730c1ff0d30efd75310bf8e.mp3,non-target_pronoun_19,3_c_v,rectangle.png,oval.png,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,How did you serve the cake to the guest and the dog?,65,1626639796181,1626639801745,1626639801746,1626639803551,1626639805355,1626639807161,1626639810835,5.416,recorder-64.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,Filler,50,NA,NA,NA,serve,double object verb,to,NA,NA,NA,c5684dff3e07d4f624ac77e21bc23593.mp3,ConjunctionUnrelated_50,3_ConjunctionUnrelated_i,star.png,rectangle.png,ConjunctionUnrelated,how,host,guest,dog,square.png,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Why did you send the bluebird's package to the eagle?,66,1626639810839,1626639816080,1626639816082,1626639817886,1626639819691,1626639821495,1626639825298,5.415,recorder-65.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,Filler,53,NA,NA,NA,send,double object verb,to,NA,NA,NA,c77d49ab2e02806ed0dd9ebbdc8ff2dd.mp3,PossessorRelated_53,3_PossessorRelated_ii,square.png,oval.png,PossessorRelated,why,robin,eagle,bluebird,circle.png,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which barn did the pig show to the cow?,67,1626639825301,1626639830095,1626639830096,NA,NA,1626639831902,1626639834963,1.807,recorder-66.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,10,a,non-target,same semantic category,show,double object verb,to,cow,pig,barn,a66ce1ae37a2b069bcc9442bc9b4f2f5.mp3,non-target_same-semantic-category_10,3_a_iii,rectangle.png,NA,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which letter did the armadillo write to the hedgehog?,68,1626639834965,1626639840336,1626639840337,1626639842142,NA,1626639843946,1626639847697,3.61,recorder-67.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,18,a,non-target,same semantic category,write,double object verb,to,hedgehog,armadillo,letter,a38278fb1cb5bde8b7b3547d0e3f9215.mp3,non-target_same-semantic-category_18,3_a_v,rectangle.png,circle.png,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Why did you offer the lizard's promotion to the employee?,69,1626639847699,1626639853199,1626639853201,1626639855004,1626639856808,1626639858613,1626639862737,5.414,recorder-68.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,Filler,56,NA,NA,NA,offer,double object verb,to,NA,NA,NA,fa2ece87437f387674055eb147172221.mp3,PossessorUnrelated_56,3_PossessorUnrelated_ii,star.png,rectangle.png,PossessorUnrelated,why,boss,employee,lizard,circle.png,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which competitor did you award the prize to?,70,1626639862742,1626639867790,1626639867792,NA,NA,1626639869596,1626639872913,1.806,recorder-69.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,17,d,target,pronoun,award,double object verb,to,competitor,judge,prize,79cddd95e8c2ec2099113d93e74377eb.mp3,target_pronoun_17,3_d_v,star.png,NA,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which meal did you cook for the teacher?,71,1626639872915,1626639877519,1626639877520,1626639879326,NA,1626639881132,1626639884240,3.613,recorder-70.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,39,c,non-target,pronoun,cook,double object verb,for,teacher,carpenter,meal,2127b1ee89d526baa8362fb12e252fea.mp3,non-target_pronoun_39,3_c_x,circle.png,rectangle.png,NA,NA,NA,NA,NA,NA,2,
dBY+gET2e1g0OgS7e1U9Wg,3,Which card did you deal to the player?,72,1626639884242,1626639888782,1626639888783,NA,NA,1626639890586,1626639893392,1.804,recorder-71.webm,Yes,Yes,30,MN,,1ca43ff3-8c03-46b5-1678-5eae25a95349.zip,2021-07-18 20:24:57,target,15,c,non-target,pronoun,deal,double object verb,to,player,gambler,card,cb027f402f47e8482e7b126479008ab7.mp3,non-target_pronoun_15,3_c_iv,circle.png,NA,NA,NA,NA,NA,NA,NA,2,
